2025-05-25 04:32:09 - main                      - INFO - N/A - Starting LangGraph with parallel processing
2025-05-25 04:46:16 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 120 started
2025-05-25 04:46:16 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 120.
2025-05-25 04:46:16 - person_summary            - INFO - N/A - No sentiment history found for person International Energy Agency in chunk 120, generating new.
2025-05-25 04:46:23 - person_summary            - INFO - 39.179s - Successfully got comment
2025-05-25 04:46:23 - person_summary            - INFO - 39.179s - Chunk 122 processed successfully. Processed 1 person events.
2025-05-25 04:46:23 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 122 started
2025-05-25 04:46:31 - event_scoring             - INFO - 33.157s - Successfully calculated event scores
2025-05-25 04:46:31 - event_scoring             - INFO - 33.157s - Chunk 117 processed successfully. Processed 1 general events.
2025-05-25 04:46:33 - sentiment_analysis        - INFO - 34.948s - Successfully got sentiment score
2025-05-25 04:46:33 - sentiment_analysis        - INFO - 34.948s - Chunk 117 processed successfully. Processed 1 person events.
2025-05-25 04:46:33 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 117 started
2025-05-25 04:46:33 - inconsistency_detection   - INFO - 0.012s - Chunk 117 processed successfully. Processed 1 person events.
2025-05-25 04:46:33 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 117 started
2025-05-25 04:46:33 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 117.
2025-05-25 04:46:33 - person_summary            - INFO - N/A - No sentiment history found for person Verner Ayukegba in chunk 117, generating new.
2025-05-25 04:46:41 - person_summary            - INFO - 32.830s - Successfully got comment
2025-05-25 04:46:41 - person_summary            - INFO - 32.832s - Chunk 121 processed successfully. Processed 1 person events.
2025-05-25 04:46:41 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 121 started
2025-05-25 04:46:47 - person_summary            - INFO - 30.287s - Successfully got comment
2025-05-25 04:46:47 - person_summary            - INFO - 30.288s - Chunk 120 processed successfully. Processed 1 person events.
2025-05-25 04:46:47 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 120 started
2025-05-25 04:46:53 - opinion_scoring           - INFO - 29.728s - Successfully calculated opinion scores
2025-05-25 04:46:53 - opinion_scoring           - INFO - 29.729s - Chunk 122 processed successfully. Processed 1 person events.
2025-05-25 04:46:53 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 04:46:53 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 04:46:53 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 04:46:53 - write_node                - INFO - N/A - Chunk 122 marked as processed
2025-05-25 04:46:54 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 118 started
2025-05-25 04:47:01 - person_summary            - INFO - 28.073s - Successfully got comment
2025-05-25 04:47:01 - person_summary            - INFO - 28.073s - Chunk 117 processed successfully. Processed 1 person events.
2025-05-25 04:47:01 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 117 started
2025-05-25 04:47:07 - opinion_scoring           - INFO - 26.395s - Successfully calculated opinion scores
2025-05-25 04:47:07 - opinion_scoring           - INFO - 26.395s - Chunk 121 processed successfully. Processed 1 person events.
2025-05-25 04:47:07 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 04:47:07 - write_node                - ERROR - N/A - Opinion scores not saved correctly for ID 22: hotness: expected 0.7749999999999999, got 0.775
2025-05-25 04:47:07 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 04:47:07 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 04:47:07 - write_node                - INFO - N/A - Chunk 121 marked as processed
2025-05-25 04:47:08 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 119 started
2025-05-25 04:47:12 - opinion_scoring           - INFO - 25.286s - Successfully calculated opinion scores
2025-05-25 04:47:12 - opinion_scoring           - INFO - 25.286s - Chunk 120 processed successfully. Processed 1 person events.
2025-05-25 04:47:12 - write_node                - ERROR - N/A - Event scores not saved correctly: Expected 0.85, 0.75, 0.6, 0.7124999999999999 but got 0.85, 0.75, 0.6, 0.7125
2025-05-25 04:47:12 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 04:47:12 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 04:47:12 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 04:47:12 - write_node                - INFO - N/A - Chunk 120 marked as processed
2025-05-25 04:47:13 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 115 started
2025-05-25 04:47:29 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 534). Attempting to fix...
2025-05-25 04:47:29 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 04:47:29 - event_classifier          - INFO - N/A - Successfully reconstructed JSON with regex field extraction
2025-05-25 04:47:29 - event_classifier          - INFO - 35.475s - Chunk 118 processed, (1) general events, (1) opinions.
2025-05-25 04:47:29 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 118 started
2025-05-25 04:47:29 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 118 started
2025-05-25 04:47:35 - opinion_scoring           - INFO - 34.580s - Successfully calculated opinion scores
2025-05-25 04:47:35 - opinion_scoring           - INFO - 34.580s - Chunk 117 processed successfully. Processed 1 person events.
2025-05-25 04:47:35 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 04:47:35 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 04:47:35 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 04:47:35 - write_node                - INFO - N/A - Chunk 117 marked as processed
2025-05-25 04:47:36 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 116 started
2025-05-25 04:47:49 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 437). Attempting to fix...
2025-05-25 04:47:49 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 04:47:49 - event_classifier          - INFO - N/A - Successfully reconstructed JSON with regex field extraction
2025-05-25 04:47:49 - event_classifier          - INFO - 41.497s - Chunk 119 processed, (1) general events, (1) opinions.
2025-05-25 04:47:49 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 119 started
2025-05-25 04:47:49 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 119 started
2025-05-25 04:48:06 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 601). Attempting to fix...
2025-05-25 04:48:06 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 04:48:06 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 333 (char 332)
2025-05-25 04:48:06 - event_classifier          - INFO - 53.565s - Chunk 115 processed, (1) general events, (1) opinions.
2025-05-25 04:48:06 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 115 started
2025-05-25 04:48:06 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 115 started
2025-05-25 04:48:15 - event_scoring             - INFO - 45.775s - Successfully calculated event scores
2025-05-25 04:48:15 - event_scoring             - INFO - 45.775s - Chunk 118 processed successfully. Processed 1 general events.
2025-05-25 04:48:17 - sentiment_analysis        - INFO - 47.676s - Successfully got sentiment score
2025-05-25 04:48:17 - sentiment_analysis        - INFO - 47.676s - Chunk 118 processed successfully. Processed 1 person events.
2025-05-25 04:48:17 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 118 started
2025-05-25 04:48:17 - inconsistency_detection   - INFO - 0.011s - Chunk 118 processed successfully. Processed 1 person events.
2025-05-25 04:48:17 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 118 started
2025-05-25 04:48:17 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 118.
2025-05-25 04:48:17 - person_summary            - INFO - N/A - No sentiment history found for person Ayukegba in chunk 118, generating new.
2025-05-25 04:48:32 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 469). Attempting to fix...
2025-05-25 04:48:32 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 04:48:32 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 288 (char 287)
2025-05-25 04:48:32 - event_classifier          - INFO - 56.449s - Chunk 116 processed, (1) general events, (1) opinions.
2025-05-25 04:48:32 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 116 started
2025-05-25 04:48:32 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 116 started
2025-05-25 04:48:40 - event_scoring             - INFO - 50.425s - Successfully calculated event scores
2025-05-25 04:48:40 - event_scoring             - INFO - 50.426s - Chunk 119 processed successfully. Processed 1 general events.
2025-05-25 04:48:41 - sentiment_analysis        - INFO - 52.239s - Successfully got sentiment score
2025-05-25 04:48:41 - sentiment_analysis        - INFO - 52.240s - Chunk 119 processed successfully. Processed 1 person events.
2025-05-25 04:48:41 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 119 started
2025-05-25 04:48:41 - inconsistency_detection   - INFO - 0.012s - Chunk 119 processed successfully. Processed 1 person events.
2025-05-25 04:48:41 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 119 started
2025-05-25 04:48:41 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 119.
2025-05-25 04:48:41 - person_summary            - INFO - N/A - No sentiment history found for person Chancel Ayukegba in chunk 119, generating new.
2025-05-25 04:48:50 - event_scoring             - INFO - 44.006s - Successfully calculated event scores
2025-05-25 04:48:50 - event_scoring             - INFO - 44.007s - Chunk 115 processed successfully. Processed 1 general events.
2025-05-25 04:48:52 - sentiment_analysis        - INFO - 45.824s - Successfully got sentiment score
2025-05-25 04:48:52 - sentiment_analysis        - INFO - 45.824s - Chunk 115 processed successfully. Processed 1 person events.
2025-05-25 04:48:52 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 115 started
2025-05-25 04:48:52 - inconsistency_detection   - INFO - 0.012s - Chunk 115 processed successfully. Processed 1 person events.
2025-05-25 04:48:52 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 115 started
2025-05-25 04:48:52 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 115.
2025-05-25 04:48:52 - person_summary            - INFO - N/A - No sentiment history found for person Donnel Baird in chunk 115, generating new.
2025-05-25 04:49:01 - person_summary            - INFO - 44.658s - Successfully got comment
2025-05-25 04:49:01 - person_summary            - INFO - 44.660s - Chunk 118 processed successfully. Processed 1 person events.
2025-05-25 04:49:01 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 118 started
2025-05-25 04:49:10 - event_scoring             - INFO - 37.456s - Successfully calculated event scores
2025-05-25 04:49:10 - event_scoring             - INFO - 37.456s - Chunk 116 processed successfully. Processed 1 general events.
2025-05-25 04:49:12 - sentiment_analysis        - INFO - 39.268s - Successfully got sentiment score
2025-05-25 04:49:12 - sentiment_analysis        - INFO - 39.268s - Chunk 116 processed successfully. Processed 1 person events.
2025-05-25 04:49:12 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 116 started
2025-05-25 04:49:12 - inconsistency_detection   - INFO - 0.012s - Chunk 116 processed successfully. Processed 1 person events.
2025-05-25 04:49:12 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 116 started
2025-05-25 04:49:12 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 116.
2025-05-25 04:49:12 - person_summary            - INFO - N/A - No sentiment history found for person Lincoln Eccles in chunk 116, generating new.
2025-05-25 04:49:19 - person_summary            - INFO - 37.161s - Successfully got comment
2025-05-25 04:49:19 - person_summary            - INFO - 37.162s - Chunk 119 processed successfully. Processed 1 person events.
2025-05-25 04:49:19 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 119 started
2025-05-25 04:49:29 - person_summary            - ERROR - N/A - Error in refinement process: 'max_length'. Falling back to truncation.
2025-05-25 04:49:29 - person_summary            - INFO - 36.434s - Successfully got comment
2025-05-25 04:49:29 - person_summary            - INFO - 36.435s - Chunk 115 processed successfully. Processed 1 person events.
2025-05-25 04:49:29 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 115 started
2025-05-25 04:49:35 - opinion_scoring           - INFO - 33.653s - Successfully calculated opinion scores
2025-05-25 04:49:35 - opinion_scoring           - INFO - 33.653s - Chunk 118 processed successfully. Processed 1 person events.
2025-05-25 04:49:35 - write_node                - ERROR - N/A - Event scores not saved correctly: Expected 0.85, 0.75, 0.6, 0.7124999999999999 but got 0.85, 0.75, 0.6, 0.7125
2025-05-25 04:49:35 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 04:49:35 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 04:49:35 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 04:49:35 - write_node                - INFO - N/A - Chunk 118 marked as processed
2025-05-25 04:49:36 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 113 started
2025-05-25 04:49:44 - person_summary            - INFO - 32.246s - Successfully got comment
2025-05-25 04:49:44 - person_summary            - INFO - 32.248s - Chunk 116 processed successfully. Processed 1 person events.
2025-05-25 04:49:44 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 116 started
2025-05-25 04:49:50 - opinion_scoring           - INFO - 31.612s - Successfully calculated opinion scores
2025-05-25 04:49:50 - opinion_scoring           - INFO - 31.612s - Chunk 119 processed successfully. Processed 1 person events.
2025-05-25 04:49:50 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 04:49:50 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 04:49:50 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 04:49:50 - write_node                - INFO - N/A - Chunk 119 marked as processed
2025-05-25 04:49:51 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 114 started
2025-05-25 04:49:55 - opinion_scoring           - INFO - 26.694s - Successfully calculated opinion scores
2025-05-25 04:49:55 - opinion_scoring           - INFO - 26.695s - Chunk 115 processed successfully. Processed 1 person events.
2025-05-25 04:49:55 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 04:49:55 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 04:49:55 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 04:49:55 - write_node                - INFO - N/A - Chunk 115 marked as processed
2025-05-25 04:49:56 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 111 started
2025-05-25 04:50:09 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 395). Attempting to fix...
2025-05-25 04:50:09 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 04:50:09 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 224 (char 223)
2025-05-25 04:50:09 - event_classifier          - INFO - 33.199s - Chunk 113 processed, (1) general events, (1) opinions.
2025-05-25 04:50:09 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 113 started
2025-05-25 04:50:09 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 113 started
2025-05-25 04:50:15 - opinion_scoring           - INFO - 31.236s - Successfully calculated opinion scores
2025-05-25 04:50:15 - opinion_scoring           - INFO - 31.236s - Chunk 116 processed successfully. Processed 1 person events.
2025-05-25 04:50:15 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 04:50:15 - write_node                - ERROR - N/A - Opinion scores not saved correctly for ID 28: hotness: expected 0.6549999999999999, got 0.655
2025-05-25 04:50:15 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 04:50:15 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 04:50:15 - write_node                - INFO - N/A - Chunk 116 marked as processed
2025-05-25 04:50:16 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 112 started
2025-05-25 04:50:32 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 489). Attempting to fix...
2025-05-25 04:50:32 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 04:50:32 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 228 (char 227)
2025-05-25 04:50:32 - event_classifier          - INFO - 40.905s - Chunk 114 processed, (1) general events, (1) opinions.
2025-05-25 04:50:32 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 114 started
2025-05-25 04:50:32 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 114 started
2025-05-25 04:50:48 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 559). Attempting to fix...
2025-05-25 04:50:48 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 04:50:48 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 269 (char 268)
2025-05-25 04:50:48 - event_classifier          - INFO - 52.099s - Chunk 111 processed, (1) general events, (1) opinions.
2025-05-25 04:50:48 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 111 started
2025-05-25 04:50:48 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 111 started
2025-05-25 04:50:56 - event_scoring             - INFO - 46.733s - Successfully calculated event scores
2025-05-25 04:50:56 - event_scoring             - INFO - 46.734s - Chunk 113 processed successfully. Processed 1 general events.
2025-05-25 04:50:58 - sentiment_analysis        - INFO - 48.523s - Successfully got sentiment score
2025-05-25 04:50:58 - sentiment_analysis        - INFO - 48.524s - Chunk 113 processed successfully. Processed 1 person events.
2025-05-25 04:50:58 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 113 started
2025-05-25 04:50:58 - inconsistency_detection   - INFO - 0.051s - Chunk 113 processed successfully. Processed 1 person events.
2025-05-25 04:50:58 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 113 started
2025-05-25 04:50:58 - person_summary            - INFO - N/A - Sentiment history found for person Fatih Birol in chunk 113.
2025-05-25 04:51:16 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 559). Attempting to fix...
2025-05-25 04:51:16 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 04:51:16 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 249 (char 248)
2025-05-25 04:51:16 - event_classifier          - INFO - 60.049s - Chunk 112 processed, (1) general events, (1) opinions.
2025-05-25 04:51:16 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 112 started
2025-05-25 04:51:16 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 112 started
2025-05-25 04:51:24 - event_scoring             - INFO - 52.303s - Successfully calculated event scores
2025-05-25 04:51:24 - event_scoring             - INFO - 52.303s - Chunk 114 processed successfully. Processed 1 general events.
2025-05-25 04:51:26 - sentiment_analysis        - INFO - 54.093s - Successfully got sentiment score
2025-05-25 04:51:26 - sentiment_analysis        - INFO - 54.093s - Chunk 114 processed successfully. Processed 1 person events.
2025-05-25 04:51:26 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 114 started
2025-05-25 04:51:26 - inconsistency_detection   - INFO - 0.027s - Chunk 114 processed successfully. Processed 1 person events.
2025-05-25 04:51:26 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 114 started
2025-05-25 04:51:26 - person_summary            - INFO - N/A - Sentiment history found for person Unspecified in chunk 114.
2025-05-25 04:51:35 - event_scoring             - INFO - 46.704s - Successfully calculated event scores
2025-05-25 04:51:35 - event_scoring             - INFO - 46.705s - Chunk 111 processed successfully. Processed 1 general events.
2025-05-25 04:51:37 - sentiment_analysis        - INFO - 48.608s - Successfully got sentiment score
2025-05-25 04:51:37 - sentiment_analysis        - INFO - 48.609s - Chunk 111 processed successfully. Processed 1 person events.
2025-05-25 04:51:37 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 111 started
2025-05-25 04:51:37 - inconsistency_detection   - INFO - 0.012s - Chunk 111 processed successfully. Processed 1 person events.
2025-05-25 04:51:37 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 111 started
2025-05-25 04:51:37 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 111.
2025-05-25 04:51:37 - person_summary            - INFO - N/A - No sentiment history found for person Fatima AlQubaisi in chunk 111, generating new.
2025-05-25 04:51:45 - person_summary            - INFO - 47.248s - Successfully got comment
2025-05-25 04:51:45 - person_summary            - INFO - 47.312s - Chunk 113 processed successfully. Processed 1 person events.
2025-05-25 04:51:45 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 113 started
2025-05-25 04:51:53 - event_scoring             - INFO - 37.164s - Successfully calculated event scores
2025-05-25 04:51:53 - event_scoring             - INFO - 37.164s - Chunk 112 processed successfully. Processed 1 general events.
2025-05-25 04:51:55 - sentiment_analysis        - INFO - 38.980s - Successfully got sentiment score
2025-05-25 04:51:55 - sentiment_analysis        - INFO - 38.981s - Chunk 112 processed successfully. Processed 1 person events.
2025-05-25 04:51:55 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 112 started
2025-05-25 04:51:55 - inconsistency_detection   - INFO - 0.013s - Chunk 112 processed successfully. Processed 1 person events.
2025-05-25 04:51:55 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 112 started
2025-05-25 04:51:55 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 112.
2025-05-25 04:51:55 - person_summary            - INFO - N/A - No sentiment history found for person AlQubaisi in chunk 112, generating new.
2025-05-25 04:52:02 - person_summary            - INFO - 36.128s - Successfully got comment
2025-05-25 04:52:02 - person_summary            - INFO - 36.156s - Chunk 114 processed successfully. Processed 1 person events.
2025-05-25 04:52:02 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 114 started
2025-05-25 04:52:12 - person_summary            - ERROR - N/A - Error in refinement process: 'max_length'. Falling back to truncation.
2025-05-25 04:52:12 - person_summary            - INFO - 34.883s - Successfully got comment
2025-05-25 04:52:12 - person_summary            - INFO - 34.884s - Chunk 111 processed successfully. Processed 1 person events.
2025-05-25 04:52:12 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 111 started
2025-05-25 04:52:18 - opinion_scoring           - INFO - 33.030s - Successfully calculated opinion scores
2025-05-25 04:52:18 - opinion_scoring           - INFO - 33.030s - Chunk 113 processed successfully. Processed 1 person events.
2025-05-25 04:52:18 - write_node                - INFO - N/A - (Stage 3) Scored case
2025-05-25 04:52:18 - write_node                - ERROR - N/A - Opinion scores not saved correctly for ID 29: hotness: expected 0.7749999999999999, got 0.775
2025-05-25 04:52:18 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 04:52:18 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 04:52:18 - write_node                - INFO - N/A - Chunk 113 marked as processed
2025-05-25 04:52:19 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 110 started
2025-05-25 04:52:27 - person_summary            - INFO - 31.609s - Successfully got comment
2025-05-25 04:52:27 - person_summary            - INFO - 31.609s - Chunk 112 processed successfully. Processed 1 person events.
2025-05-25 04:52:27 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 112 started
2025-05-25 04:52:33 - opinion_scoring           - INFO - 31.007s - Successfully calculated opinion scores
2025-05-25 04:52:33 - opinion_scoring           - INFO - 31.007s - Chunk 114 processed successfully. Processed 1 person events.
2025-05-25 04:52:33 - write_node                - INFO - N/A - (Stage 3) Scored case
2025-05-25 04:52:33 - write_node                - ERROR - N/A - Opinion scores not saved correctly for ID 30: hotness: expected 0.7749999999999999, got 0.775
2025-05-25 04:52:33 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 04:52:33 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 04:52:33 - write_node                - INFO - N/A - Chunk 114 marked as processed
2025-05-25 04:52:34 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 109 started
2025-05-25 04:52:38 - opinion_scoring           - INFO - 26.759s - Successfully calculated opinion scores
2025-05-25 04:52:38 - opinion_scoring           - INFO - 26.759s - Chunk 111 processed successfully. Processed 1 person events.
2025-05-25 04:52:38 - write_node                - ERROR - N/A - Event scores not saved correctly: Expected 0.85, 0.75, 0.6, 0.7124999999999999 but got 0.85, 0.75, 0.6, 0.7125
2025-05-25 04:52:38 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 04:52:39 - write_node                - ERROR - N/A - Opinion scores not saved correctly for ID 31: hotness: expected 0.7749999999999999, got 0.775
2025-05-25 04:52:39 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 04:52:39 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 04:52:39 - write_node                - INFO - N/A - Chunk 111 marked as processed
2025-05-25 04:52:39 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 108 started
2025-05-25 04:52:55 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 393). Attempting to fix...
2025-05-25 04:52:55 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 04:52:55 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 225 (char 224)
2025-05-25 04:52:55 - event_classifier          - INFO - 35.957s - Chunk 110 processed, (1) general events, (1) opinions.
2025-05-25 04:52:55 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 110 started
2025-05-25 04:52:55 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 110 started
2025-05-25 04:53:01 - opinion_scoring           - INFO - 34.584s - Successfully calculated opinion scores
2025-05-25 04:53:01 - opinion_scoring           - INFO - 34.584s - Chunk 112 processed successfully. Processed 1 person events.
2025-05-25 04:53:01 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 04:53:01 - write_node                - ERROR - N/A - Opinion scores not saved correctly for ID 32: hotness: expected 0.7749999999999999, got 0.775
2025-05-25 04:53:01 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 04:53:01 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
