2025-05-24 23:00:22 - DBConnector               - INFO - 0.007s - Person not found
2025-05-24 23:45:09 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:45:35 - DBConnector               - INFO - 0.039s - Event added with event_id: 40
2025-05-24 23:45:35 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-24 23:45:35 - DBConnector               - INFO - 0.027s - Opinion added with opinion_id: 40
2025-05-24 23:45:35 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 40
2025-05-24 23:45:35 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=104 updated successfully
2025-05-24 23:45:41 - DBConnector               - INFO - 0.038s - Event added with event_id: 41
2025-05-24 23:45:41 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-24 23:45:41 - DBConnector               - INFO - 0.027s - Opinion added with opinion_id: 41
2025-05-24 23:45:41 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 41
2025-05-24 23:45:41 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=103 updated successfully
2025-05-24 23:45:59 - DBConnector               - INFO - 0.004s - Person not found
2025-05-24 23:46:38 - DBConnector               - INFO - 0.030s - Event added with event_id: 42
2025-05-24 23:46:38 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:46:38 - DBConnector               - INFO - 0.025s - Person added with person_id: 31
2025-05-24 23:46:38 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-24 23:46:38 - DBConnector               - INFO - 0.032s - Opinion added with opinion_id: 42
2025-05-24 23:46:38 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 42
2025-05-24 23:46:38 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=96 updated successfully
2025-05-24 23:46:58 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:47:07 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:47:31 - DBConnector               - INFO - 0.031s - Event added with event_id: 43
2025-05-24 23:47:31 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:47:31 - DBConnector               - INFO - 0.027s - Person added with person_id: 32
2025-05-24 23:47:31 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-24 23:47:31 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 43
2025-05-24 23:47:31 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 43
2025-05-24 23:47:31 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=97 updated successfully
2025-05-24 23:47:58 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:48:19 - DBConnector               - INFO - 0.032s - Event added with event_id: 44
2025-05-24 23:48:19 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:48:19 - DBConnector               - INFO - 0.025s - Person added with person_id: 33
2025-05-24 23:48:19 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-24 23:48:19 - DBConnector               - INFO - 0.029s - Opinion added with opinion_id: 44
2025-05-24 23:48:19 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 44
2025-05-24 23:48:19 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=98 updated successfully
2025-05-24 23:48:25 - DBConnector               - INFO - 0.028s - Event added with event_id: 45
2025-05-24 23:48:25 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:48:25 - DBConnector               - INFO - 0.026s - Person added with person_id: 34
2025-05-24 23:48:25 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-24 23:48:25 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 45
2025-05-24 23:48:25 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 45
2025-05-24 23:48:25 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=99 updated successfully
2025-05-24 23:48:44 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:49:23 - DBConnector               - INFO - 0.030s - Event added with event_id: 46
2025-05-24 23:49:23 - DBConnector               - INFO - 0.004s - Person not found
2025-05-24 23:49:23 - DBConnector               - INFO - 0.027s - Person added with person_id: 35
2025-05-24 23:49:23 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-24 23:49:23 - DBConnector               - INFO - 0.026s - Opinion added with opinion_id: 46
2025-05-24 23:49:23 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 46
2025-05-24 23:49:23 - DBConnector               - INFO - 0.004s - Article chunk with chunk_id=100 updated successfully
2025-05-24 23:49:40 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:49:50 - DBConnector               - INFO - 0.004s - Person not found
2025-05-24 23:50:19 - DBConnector               - INFO - 0.029s - Event added with event_id: 47
2025-05-24 23:50:19 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:50:19 - DBConnector               - INFO - 0.025s - Person added with person_id: 36
2025-05-24 23:50:19 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-24 23:50:19 - DBConnector               - INFO - 0.026s - Opinion added with opinion_id: 47
2025-05-24 23:50:19 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 47
2025-05-24 23:50:19 - DBConnector               - INFO - 0.004s - Article chunk with chunk_id=102 updated successfully
2025-05-24 23:51:25 - DBConnector               - INFO - 0.027s - Event added with event_id: 48
2025-05-24 23:51:25 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:51:25 - DBConnector               - INFO - 0.023s - Person added with person_id: 37
2025-05-24 23:51:25 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-24 23:51:25 - DBConnector               - INFO - 0.029s - Opinion added with opinion_id: 48
2025-05-24 23:51:25 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 48
2025-05-24 23:51:25 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=95 updated successfully
2025-05-24 23:51:30 - DBConnector               - INFO - 0.029s - Event added with event_id: 49
2025-05-24 23:51:30 - DBConnector               - INFO - 0.002s - Person not found
2025-05-24 23:51:30 - DBConnector               - INFO - 0.030s - Person added with person_id: 38
2025-05-24 23:51:30 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-24 23:51:30 - DBConnector               - INFO - 0.029s - Opinion added with opinion_id: 49
2025-05-24 23:51:30 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 49
2025-05-24 23:51:30 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=94 updated successfully
2025-05-24 23:51:39 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:51:48 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:52:50 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:53:00 - DBConnector               - INFO - 0.004s - Person not found
2025-05-24 23:53:07 - DBConnector               - INFO - 0.033s - Event added with event_id: 50
2025-05-24 23:53:07 - DBConnector               - INFO - 0.004s - Person not found
2025-05-24 23:53:07 - DBConnector               - INFO - 0.030s - Person added with person_id: 39
2025-05-24 23:53:07 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-24 23:53:07 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 50
2025-05-24 23:53:07 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 50
2025-05-24 23:53:07 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=93 updated successfully
2025-05-24 23:53:12 - DBConnector               - INFO - 0.029s - Event added with event_id: 51
2025-05-24 23:53:12 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:53:12 - DBConnector               - INFO - 0.029s - Person added with person_id: 40
2025-05-24 23:53:12 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-24 23:53:12 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 51
2025-05-24 23:53:12 - DBConnector               - INFO - 0.000s - Opinion found with opinion_id: 51
2025-05-24 23:53:12 - DBConnector               - INFO - 0.001s - Article chunk with chunk_id=92 updated successfully
2025-05-24 23:54:17 - DBConnector               - INFO - 0.030s - Event added with event_id: 52
2025-05-24 23:54:17 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:54:17 - DBConnector               - INFO - 0.025s - Person added with person_id: 41
2025-05-24 23:54:17 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-24 23:54:17 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 52
2025-05-24 23:54:17 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 52
2025-05-24 23:54:17 - DBConnector               - INFO - 0.000s - Article chunk with chunk_id=91 updated successfully
2025-05-24 23:54:22 - DBConnector               - INFO - 0.029s - Event added with event_id: 53
2025-05-24 23:54:22 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:54:22 - DBConnector               - INFO - 0.027s - Person added with person_id: 42
2025-05-24 23:54:22 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-24 23:54:22 - DBConnector               - INFO - 0.027s - Opinion added with opinion_id: 53
2025-05-24 23:54:22 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 53
2025-05-24 23:54:22 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=90 updated successfully
2025-05-24 23:54:32 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:55:57 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:56:29 - DBConnector               - INFO - 0.007s - Found 8 opinions for person_id 2
2025-05-24 23:56:36 - DBConnector               - INFO - 0.029s - Event added with event_id: 54
2025-05-24 23:56:36 - DBConnector               - INFO - 0.002s - Person not found
2025-05-24 23:56:36 - DBConnector               - INFO - 0.023s - Person added with person_id: 43
2025-05-24 23:56:36 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-24 23:56:36 - DBConnector               - INFO - 0.026s - Opinion added with opinion_id: 54
2025-05-24 23:56:36 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 54
2025-05-24 23:56:36 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=89 updated successfully
2025-05-24 23:56:56 - DBConnector               - INFO - 0.004s - Person not found
2025-05-24 23:57:01 - DBConnector               - INFO - 0.006s - Found 8 sentiment records for person_id 2 on topic_id 1
2025-05-24 23:57:01 - DBConnector               - INFO - 0.004s - Attitude with fk_topic_id 1 and fk_person_id 2 not found
2025-05-24 23:57:24 - DBConnector               - INFO - 0.030s - Event added with event_id: 55
2025-05-24 23:57:24 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:57:24 - DBConnector               - INFO - 0.033s - Person added with person_id: 44
2025-05-24 23:57:24 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-24 23:57:24 - DBConnector               - INFO - 0.026s - Opinion added with opinion_id: 55
2025-05-24 23:57:24 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 55
2025-05-24 23:57:24 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=88 updated successfully
2025-05-24 23:57:49 - DBConnector               - INFO - 0.004s - Person not found
2025-05-24 23:58:14 - DBConnector               - INFO - 0.030s - Event added with event_id: 56
2025-05-24 23:58:14 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:58:14 - DBConnector               - INFO - 0.026s - Person added with person_id: 45
2025-05-24 23:58:14 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-24 23:58:14 - DBConnector               - INFO - 0.026s - Opinion added with opinion_id: 56
2025-05-24 23:58:14 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 56
2025-05-24 23:58:14 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=87 updated successfully
2025-05-24 23:58:19 - DBConnector               - INFO - 0.030s - Event added with event_id: 57
2025-05-24 23:58:19 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-24 23:58:19 - DBConnector               - INFO - 0.030s - Opinion added with opinion_id: 57
2025-05-24 23:58:19 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 57
2025-05-24 23:58:19 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=86 updated successfully
2025-05-24 23:58:35 - DBConnector               - INFO - 0.003s - Person not found
2025-05-24 23:59:15 - DBConnector               - INFO - 0.030s - Event added with event_id: 58
2025-05-24 23:59:15 - DBConnector               - INFO - 0.002s - Person not found
2025-05-24 23:59:15 - DBConnector               - INFO - 0.026s - Person added with person_id: 46
2025-05-24 23:59:15 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-24 23:59:15 - DBConnector               - INFO - 0.026s - Opinion added with opinion_id: 58
2025-05-24 23:59:15 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 58
2025-05-24 23:59:15 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=85 updated successfully
2025-05-24 23:59:34 - DBConnector               - INFO - 0.002s - Person not found
2025-05-24 23:59:44 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:00:08 - DBConnector               - INFO - 0.031s - Event added with event_id: 59
2025-05-25 00:00:08 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:00:08 - DBConnector               - INFO - 0.028s - Person added with person_id: 47
2025-05-25 00:00:08 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:00:08 - DBConnector               - INFO - 0.031s - Opinion added with opinion_id: 59
2025-05-25 00:00:08 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 59
2025-05-25 00:00:08 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=83 updated successfully
2025-05-25 00:00:36 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:00:59 - DBConnector               - INFO - 0.030s - Event added with event_id: 60
2025-05-25 00:00:59 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:00:59 - DBConnector               - INFO - 0.027s - Person added with person_id: 48
2025-05-25 00:00:59 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:00:59 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 60
2025-05-25 00:00:59 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 60
2025-05-25 00:00:59 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=84 updated successfully
2025-05-25 00:01:05 - DBConnector               - INFO - 0.027s - Event added with event_id: 61
2025-05-25 00:01:05 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:01:05 - DBConnector               - INFO - 0.026s - Person added with person_id: 49
2025-05-25 00:01:05 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:01:05 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 61
2025-05-25 00:01:05 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 61
2025-05-25 00:01:05 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=82 updated successfully
2025-05-25 00:01:24 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:02:03 - DBConnector               - INFO - 0.029s - Event added with event_id: 62
2025-05-25 00:02:03 - DBConnector               - INFO - 0.002s - Person not found
2025-05-25 00:02:03 - DBConnector               - INFO - 0.025s - Person added with person_id: 50
2025-05-25 00:02:03 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:02:03 - DBConnector               - INFO - 0.026s - Opinion added with opinion_id: 62
2025-05-25 00:02:03 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 62
2025-05-25 00:02:03 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=81 updated successfully
2025-05-25 00:02:20 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:02:29 - DBConnector               - INFO - 0.002s - Person not found
2025-05-25 00:02:50 - DBConnector               - INFO - 0.029s - Event added with event_id: 63
2025-05-25 00:02:50 - DBConnector               - INFO - 0.002s - Person not found
2025-05-25 00:02:50 - DBConnector               - INFO - 0.025s - Person added with person_id: 51
2025-05-25 00:02:50 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:02:50 - DBConnector               - INFO - 0.027s - Opinion added with opinion_id: 63
2025-05-25 00:02:50 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 63
2025-05-25 00:02:50 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=80 updated successfully
2025-05-25 00:03:16 - DBConnector               - INFO - 0.008s - Found 9 opinions for person_id 2
2025-05-25 00:03:39 - DBConnector               - INFO - 0.031s - Event added with event_id: 64
2025-05-25 00:03:39 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:03:39 - DBConnector               - INFO - 0.025s - Person added with person_id: 52
2025-05-25 00:03:39 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:03:39 - DBConnector               - INFO - 0.027s - Opinion added with opinion_id: 64
2025-05-25 00:03:39 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 64
2025-05-25 00:03:39 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=79 updated successfully
2025-05-25 00:03:45 - DBConnector               - INFO - 0.032s - Event added with event_id: 65
2025-05-25 00:03:45 - DBConnector               - INFO - 0.002s - Person not found
2025-05-25 00:03:45 - DBConnector               - INFO - 0.025s - Person added with person_id: 53
2025-05-25 00:03:45 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:03:45 - DBConnector               - INFO - 0.033s - Opinion added with opinion_id: 65
2025-05-25 00:03:45 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 65
2025-05-25 00:03:45 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=78 updated successfully
2025-05-25 00:03:49 - DBConnector               - INFO - 0.006s - Found 9 sentiment records for person_id 2 on topic_id 1
2025-05-25 00:03:49 - DBConnector               - INFO - 0.003s - Attitude with fk_topic_id 1 and fk_person_id 2 not found
2025-05-25 00:03:57 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:04:49 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:04:57 - DBConnector               - INFO - 0.008s - Found 9 opinions for person_id 2
2025-05-25 00:05:04 - DBConnector               - INFO - 0.033s - Event added with event_id: 66
2025-05-25 00:05:04 - DBConnector               - INFO - 0.006s - Opinion not found
2025-05-25 00:05:04 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 66
2025-05-25 00:05:04 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 66
2025-05-25 00:05:04 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=75 updated successfully
2025-05-25 00:05:10 - DBConnector               - INFO - 0.030s - Event added with event_id: 67
2025-05-25 00:05:10 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:05:10 - DBConnector               - INFO - 0.027s - Person added with person_id: 54
2025-05-25 00:05:10 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:05:10 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 67
2025-05-25 00:05:10 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 67
2025-05-25 00:05:10 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=77 updated successfully
2025-05-25 00:05:23 - DBConnector               - INFO - 0.007s - Found 10 sentiment records for person_id 2 on topic_id 1
2025-05-25 00:05:23 - DBConnector               - INFO - 0.004s - Attitude with fk_topic_id 1 and fk_person_id 2 not found
2025-05-25 00:06:03 - DBConnector               - INFO - 0.029s - Event added with event_id: 68
2025-05-25 00:06:03 - DBConnector               - INFO - 0.002s - Person not found
2025-05-25 00:06:03 - DBConnector               - INFO - 0.024s - Person added with person_id: 55
2025-05-25 00:06:03 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:06:03 - DBConnector               - INFO - 0.026s - Opinion added with opinion_id: 68
2025-05-25 00:06:03 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 68
2025-05-25 00:06:03 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=76 updated successfully
2025-05-25 00:06:18 - DBConnector               - INFO - 0.005s - Found 10 opinions for person_id 2
2025-05-25 00:06:26 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:06:52 - DBConnector               - INFO - 0.029s - Event added with event_id: 69
2025-05-25 00:06:52 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:06:52 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 69
2025-05-25 00:06:52 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 69
2025-05-25 00:06:52 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=74 updated successfully
2025-05-25 00:06:56 - DBConnector               - INFO - 0.006s - Found 11 sentiment records for person_id 2 on topic_id 1
2025-05-25 00:06:56 - DBConnector               - INFO - 0.003s - Attitude with fk_topic_id 1 and fk_person_id 2 not found
2025-05-25 00:07:12 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:07:48 - DBConnector               - INFO - 0.032s - Event added with event_id: 70
2025-05-25 00:07:48 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:07:48 - DBConnector               - INFO - 0.025s - Person added with person_id: 56
2025-05-25 00:07:48 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:07:48 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 70
2025-05-25 00:07:48 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 70
2025-05-25 00:07:48 - DBConnector               - INFO - 0.004s - Article chunk with chunk_id=72 updated successfully
2025-05-25 00:08:08 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:08:15 - DBConnector               - INFO - 0.031s - Event added with event_id: 71
2025-05-25 00:08:15 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:08:15 - DBConnector               - INFO - 0.029s - Opinion added with opinion_id: 71
2025-05-25 00:08:15 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 71
2025-05-25 00:08:15 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=73 updated successfully
2025-05-25 00:08:38 - DBConnector               - INFO - 0.033s - Event added with event_id: 72
2025-05-25 00:08:38 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:08:39 - DBConnector               - INFO - 0.027s - Person added with person_id: 57
2025-05-25 00:08:39 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:08:39 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 72
2025-05-25 00:08:39 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 72
2025-05-25 00:08:39 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=71 updated successfully
2025-05-25 00:09:15 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:09:37 - DBConnector               - INFO - 0.031s - Event added with event_id: 73
2025-05-25 00:09:37 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:09:37 - DBConnector               - INFO - 0.027s - Person added with person_id: 58
2025-05-25 00:09:37 - DBConnector               - INFO - 0.005s - Opinion not found
2025-05-25 00:09:37 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 73
2025-05-25 00:09:37 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 73
2025-05-25 00:09:37 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=70 updated successfully
2025-05-25 00:09:47 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:10:03 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:10:37 - DBConnector               - INFO - 0.028s - Event added with event_id: 74
2025-05-25 00:10:37 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:10:37 - DBConnector               - INFO - 0.026s - Person added with person_id: 59
2025-05-25 00:10:37 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:10:37 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 74
2025-05-25 00:10:37 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 74
2025-05-25 00:10:37 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=69 updated successfully
2025-05-25 00:10:55 - DBConnector               - INFO - 0.016s - Person not found
2025-05-25 00:11:02 - DBConnector               - INFO - 0.027s - Event added with event_id: 75
2025-05-25 00:11:02 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:11:02 - DBConnector               - INFO - 0.024s - Person added with person_id: 60
2025-05-25 00:11:02 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:11:02 - DBConnector               - INFO - 0.026s - Opinion added with opinion_id: 75
2025-05-25 00:11:02 - DBConnector               - INFO - 0.005s - Opinion found with opinion_id: 75
2025-05-25 00:11:02 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=67 updated successfully
2025-05-25 00:11:26 - DBConnector               - INFO - 0.030s - Event added with event_id: 76
2025-05-25 00:11:26 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:11:27 - DBConnector               - INFO - 0.025s - Person added with person_id: 61
2025-05-25 00:11:27 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:11:27 - DBConnector               - INFO - 0.030s - Opinion added with opinion_id: 76
2025-05-25 00:11:27 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 76
2025-05-25 00:11:27 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=68 updated successfully
2025-05-25 00:11:59 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:12:23 - DBConnector               - INFO - 0.033s - Event added with event_id: 77
2025-05-25 00:12:23 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:12:23 - DBConnector               - INFO - 0.025s - Person added with person_id: 62
2025-05-25 00:12:23 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:12:23 - DBConnector               - INFO - 0.030s - Opinion added with opinion_id: 77
2025-05-25 00:12:23 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 77
2025-05-25 00:12:23 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=66 updated successfully
2025-05-25 00:12:30 - DBConnector               - INFO - 0.008s - Found 12 opinions for person_id 2
2025-05-25 00:12:50 - DBConnector               - INFO - 0.004s - Person not found
2025-05-25 00:13:12 - DBConnector               - INFO - 0.004s - Found 12 sentiment records for person_id 2 on topic_id 1
2025-05-25 00:13:12 - DBConnector               - INFO - 0.003s - Attitude with fk_topic_id 1 and fk_person_id 2 not found
2025-05-25 00:13:18 - DBConnector               - INFO - 0.028s - Event added with event_id: 78
2025-05-25 00:13:18 - DBConnector               - INFO - 0.002s - Person not found
2025-05-25 00:13:18 - DBConnector               - INFO - 0.030s - Person added with person_id: 63
2025-05-25 00:13:18 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:13:19 - DBConnector               - INFO - 0.029s - Opinion added with opinion_id: 78
2025-05-25 00:13:19 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 78
2025-05-25 00:13:19 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=65 updated successfully
2025-05-25 00:13:38 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:14:09 - DBConnector               - INFO - 0.033s - Event added with event_id: 79
2025-05-25 00:14:09 - DBConnector               - INFO - 0.003s - Person not found
2025-05-25 00:14:09 - DBConnector               - INFO - 0.026s - Person added with person_id: 64
2025-05-25 00:14:09 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:14:09 - DBConnector               - INFO - 0.027s - Opinion added with opinion_id: 79
2025-05-25 00:14:09 - DBConnector               - INFO - 0.003s - Opinion found with opinion_id: 79
2025-05-25 00:14:09 - DBConnector               - INFO - 0.002s - Article chunk with chunk_id=63 updated successfully
2025-05-25 00:14:27 - DBConnector               - INFO - 0.028s - Event added with event_id: 80
2025-05-25 00:14:27 - DBConnector               - INFO - 0.004s - Opinion not found
2025-05-25 00:14:27 - DBConnector               - INFO - 0.028s - Opinion added with opinion_id: 80
2025-05-25 00:14:27 - DBConnector               - INFO - 0.004s - Opinion found with opinion_id: 80
2025-05-25 00:14:27 - DBConnector               - INFO - 0.003s - Article chunk with chunk_id=64 updated successfully
2025-05-25 00:14:35 - DBConnector               - INFO - 0.006s - Found 2 opinions for person_id 17
2025-05-25 00:14:35 - DBConnector               - INFO - 0.004s - Found 2 sentiment records for person_id 17 on topic_id 1
