opinion_id,fk_origin_article_id,citation,sentiment_score,inconsistency_flag,inconsistency_with_id,inconsistency_comment,controversy_score,relevancy_score,contribution_score,opinion_hotness,is_selected,person_name
133,3,"I am a stickler about the temperature, because I don’t want to pay the money to heat the house,\"" she told CNN. \""So, if my 13-year-old son is cold, I’m like, ‘put on a sweatshirt, put on an extra pair of pants.’”",-0.6,False,[],,0.65,0.85,0.75,0.735,True,Jennifer Mauchan
134,9,"Trying to go green without China \""will slow down the (energy) transition,\"" he told CNN. \""It’s bad for the environment.",0.65,False,[],,0.6,0.9,0.8,0.745,True,Victor (UC San Diego)
135,9,"Tariffs across whole industries…drive up the cost of Chinese imports, making it harder for anyone who wants to use solar panels or batteries to reduce emissions.",-0.65,False,[],,0.7,0.95,0.85,0.815,True,David G. Victor & Michael R. Davidson
136,9,"We saw the playbook for how China came to dominate the solar panel industry… granting massive subsidies for domestic suppliers, while… closing the domestic market to foreign businesses,\"" she said in April.",-0.65,False,[],,0.7,0.95,0.85,0.815,True,Margrethe Vestager
137,2,"Soil dynamics are very complex and it can take some time for the soil to fully regenerate...\"" She questioned irrigation needs and highlighted the importance of suitable locations with ample land, sun irradiation, and good weather.",-0.25,False,[],,0.4,0.85,0.75,0.635,True,Dr. Marcella Fernandes de Souza
138,9,"Here are a few options within 300 characters, prioritizing different aspects: **Option 1 (Concise):** “Radically reduce onshoring/friendshoring rules for critical minerals. Shift investment to innovation & emerging tech, not subsidizing established industries like solar/wind.” **Option 2 (Slightl",0.65,False,[],,0.7,0.85,0.9,0.8075,True,Victor Riesco
139,2,"like growing saffron and burning it\"" – describing the initial biochar experiment. Also stated: \""Effectively, what we’re doing is accelerating soil creation...",0.65,False,[],,0.6,0.85,0.9,0.7675,True,Redha (HyveGeo)
140,2,"Our model can solve multiple problems at the same time,\"" explained Dr. Samsurin Welch, HyveGeo chief operations officer and director of research. \""There’s a carbon problem, there’s a food security problem, and we can kill two birds with one stone.",0.85,False,[],,0.6,0.95,0.85,0.775,True,Dr. Samsurin Welch”
141,1,I know that my constituents like knowing what the energy usage is of a particular appliance so that they can factor that into their buying decisions.,0.65,False,[],,0.3,0.9,0.8,0.625,True,Susan Collins”
142,1,Eliminating the Energy Star program would directly contradict this administration’s promise to reduce household energy costs.,-0.6,False,[],,0.3,0.6,0.5,0.445,False,Paula Glover
